 9.867803 -20.411833
 9.882512 -20.587696
 9.89717 -20.764147
 9.911723 -20.941118
 9.925982 -21.120287
 9.940386 -21.298447
 9.954699 -21.477083
 9.968982 -21.65643
 9.983146 -21.83627
 9.997 -22.018267
 10.011023 -22.199226
 10.024964 -22.380867
 10.03885 -22.562946
 10.052634 -22.74579
 10.066075 -22.930767
 10.079727 -23.114773
 10.0933074 -23.299269
 10.106838 -23.484272
 10.120265 -23.669998
 10.133384 -23.85806
 10.146684 -24.04506
 10.1598834 -24.232534
 10.17304 -24.42072
 10.186119 -24.609478
 10.198851 -24.800764
 10.211777 -24.990753
 10.224598 -25.181452
 10.237393 -25.372725
 10.250099 -25.564722
 10.262403 -25.759178
 10.2749814 -25.952362
 10.287502 -26.146244
 10.299951 -26.340727
 10.312337 -26.53588
 10.324354 -26.7336
 10.336562 -26.930174
 10.348716 -27.127306
 10.360803 -27.32515
 10.372835 -27.523636
 10.384499 -27.724949
 10.396386 -27.924732
 10.408192 -28.125444
 10.419979 -28.32662
 10.431697 -28.528616
 10.443059 -28.733221
 10.454644 -28.93668
 10.46618 -29.140642
 10.477642 -29.345453
 10.489058 -29.55096
 10.500092 -29.759254
 10.51137 -29.966236
 10.522564 -30.173983
 10.533727 -30.382385
 10.544818 -30.591623
 10.555554 -30.803617
 10.566523 -31.014317
 10.577447 -31.225739
 10.588312 -31.437952
 10.599118 -31.65093
 10.609601 -31.86675
 10.620343 -32.081302
 10.631008 -32.296577
 10.641655 -32.512573
 10.652214 -32.729404
 10.66244 -32.949363
 10.672902 -33.16781
 10.683323 -33.38706
 10.693668 -33.607017
 10.703991 -33.827892
 10.713978 -34.05195
 10.724192 -34.27441
 10.73436 -34.49781
 10.744507 -34.721935
 10.754642 -34.947032
 10.764386 -35.1752
 10.774455 -35.401897
 10.78445 -35.629505
 10.794427 -35.85792
 10.8043375 -36.08721
 10.813909 -36.319805
 10.82376 -36.550857
 10.833585 -36.782714
 10.843362 -37.01557
 10.853127 -37.24926
 10.862501 -37.486335
 10.872252 -37.721824
 10.881941 -37.95833
 10.891574 -38.195556
