 251.0 -8.31875 -85.44299 18.3906 17.1875 16.75 19.4844 9.25 0.0E+0
 251.001 -4.80429 -86.26599 0.625 0.125 0.071429 1.375 8.30357 0.0E+0
 251.001 -1.28875 -87.084014 0.390625 0.09375 0.015625 0.609375 5.67188 0.0E+0
 251.002 2.22 -87.899993 0.285714 0.017857 0.0E+0 0.285714 3.625 0.0E+0
 251.003 5.72625 -88.71701 0.1875 0.015625 0.0E+0 0.296875 1.42188 0.0E+0
 251.003 9.24143 -89.54401 0.142857 0.0E+0 0.0E+0 0.321429 0.535714 0.0E+0
 251.004 12.7575 -90.379 0.046875 0.0E+0 0.0E+0 0.296875 0.203125 0.0E+0
 251.005 16.2671 -91.233 0.142857 0.017857 0.0E+0 0.303571 0.339286 0.0E+0
 251.006 19.7763 -92.10901 0.171875 0.0E+0 0.0E+0 0.296875 1.10938 0.0E+0
 251.006 23.2757 -93.013 0.107143 0.017857 0.0E+0 0.267857 0.214286 0.0E+0
 251.007 26.7763 -93.95099 0.0625 0.03125 0.03125 0.375 0.375 0.0E+0
 251.008 30.2671 -94.931 0.196429 0.017857 0.0E+0 0.339286 1.125 0.0E+0
 251.008 33.7513 -95.966 0.203125 0.03125 0.0E+0 0.390625 2.64062 0.0E+0
 251.009 37.2314 -97.066986 0.160714 0.017857 0.0E+0 0.410714 3.83929 0.0E+0
 251.01 40.6987 -98.24899 3.53125 0.546875 0.0E+0 0.484375 17.25 0.0E+0
 251.01 44.1557 -99.52899 876.25 47.1964 4.55357 1.21429 82.1786 0.0E+0
 251.011 47.5975 -100.944 663.5 27.6875 6.32812 1.01562 39.9219 0.0E+0
 251.012 51.0257 -102.517 537.357 25.2857 6.55357 0.964286 35.0 0.0E+0
 251.012 54.4325 -104.304 43.4219 9.59375 4.03125 1.1875 16.7188 0.0E+0
 251.013 57.8143 -106.36 15.3214 9.78571 4.33929 0.982143 16.4107 0.0E+0
 251.014 61.1613 -108.8 14.125 8.375 3.9375 1.01562 15.0 0.0E+0
 251.015 64.4643 -111.743 15.4107 8.60714 4.48214 1.16071 15.1429 0.0E+0
 251.015 67.6988 -115.43201 14.5469 9.53125 4.59375 1.23438 15.6719 0.0E+0
 251.016 70.8371 -120.181 14.125 8.89286 4.41071 1.19643 16.7143 0.0E+0
 251.017 73.8238 -126.60899 14.5625 9.125 4.3125 1.07812 15.75 0.0E+0
