 4.0005555 -38.59821 -21.498697 -160.83911 166.797 -59.282 -50.731 -147.422 166.79698
 4.0016665 -37.30271 -23.35626 -160.02943 165.97116 -59.204 -48.339 -147.325 165.97116
 4.0027775 -37.478694 -25.657412 -159.95831 166.28174 -58.325 -46.628 -148.572 166.28174
 4.003889 -37.231132 -24.380878 -160.30528 166.36816 -59.125 -47.598 -148.044 166.36816
 4.005 -36.71754 -24.207893 -160.36478 166.28609 -59.609 -47.475 -147.797 166.28607
 4.006111 -36.309185 -24.710379 -160.26256 166.17174 -59.708 -46.837 -147.832 166.17174
 4.007222 -36.192554 -24.40584 -160.30075 166.13812 -59.925 -47.03 -147.645 166.13812
 4.008333 -36.905735 -24.868654 -159.99146 166.06549 -59.079 -46.986 -147.918 166.06549
 4.009444 -37.38424 -26.317272 -159.40717 165.83372 -57.936 -45.965 -148.43 165.83371
 4.0105557 -37.668586 -26.716806 -159.27638 165.83629 -57.534 -45.784 -148.645 165.83629
 4.011667 -38.614273 -26.46325 -159.34615 166.07999 -56.963 -46.54 -148.902 166.07997
 4.012778 -39.765842 -26.385296 -159.08418 166.08818 -55.989 -47.177 -149.08 166.08818
 4.013889 -39.673515 -27.394278 -159.0424 166.1894 -55.728 -46.338 -149.553 166.1894
 4.015 -38.83579 -25.905931 -159.34889 166.04639 -57.012 -47.13 -148.66 166.04639
 4.016111 -38.148246 -25.252459 -159.42369 165.85803 -57.786 -47.287 -148.1 165.85805
 4.0172224 -38.207244 -25.236017 -159.26895 165.7204 -57.668 -47.299 -147.988 165.72038
 4.0183334 -37.835884 -25.614866 -159.1879 165.6154 -57.789 -46.784 -147.987 165.6154
 4.0194444 -36.967021 -25.158922 -159.35637 165.51128 -58.69 -46.712 -147.538 165.51128
 4.0205554 -37.17634 -25.874432 -159.1725 165.49155 -58.212 -46.229 -147.857 165.49156
 4.0216665 -37.412303 -25.96089 -159.00574 165.39792 -57.923 -46.257 -147.857 165.39792
 4.0227775 -36.342632 -26.58142 -159.03018 165.28145 -58.547 -45.193 -147.81 165.28145
 4.023889 -36.478332 -27.017351 -158.69188 165.05672 -58.12 -44.843 -147.834 165.05672
 4.025 -36.637432 -26.19408 -158.7416 165.00705 -58.304 -45.597 -147.475 165.00703
 4.026111 -36.769634 -26.153622 -158.8569 165.14095 -58.299 -45.745 -147.581 165.14095
 4.027222 -36.7428 -26.131676 -158.66963 164.95135 -58.227 -45.704 -147.41 164.95135
 4.028333 -37.12304 -25.789427 -158.38196 164.70598 -57.896 -46.111 -147.139 164.70598
 4.029444 -36.66945 -25.332676 -158.41542 164.5656 -58.409 -46.231 -146.741 164.56561
 4.0305557 -36.944427 -26.101347 -158.2146 164.55403 -57.854 -45.741 -147.101 164.55403
 4.0316667 -36.39306 -25.605036 -158.62268 164.74594 -58.674 -45.943 -146.928 164.74596
 4.032778 -36.55921 -24.871574 -158.69434 164.73938 -58.839 -46.636 -146.636 164.73938
 4.034167 -36.58419 -25.421583 -158.6303 164.7672 -58.62 -46.212 -146.889 164.7672
 4.035278 -36.678012 -25.056335 -158.64014 164.74158 -58.685 -46.561 -146.724 164.7416
 4.036389 -36.85773 -25.206524 -158.37625 164.5506 -58.36 -46.48 -146.665 164.5506
 4.0375 -36.75761 -25.581032 -158.13203 164.351 -58.182 -46.074 -146.64 164.351
 4.038611 -37.00275 -24.72413 -158.02742 164.17415 -58.225 -46.857 -146.176 164.17415
 4.0397224 -36.84161 -24.381199 -157.9543 164.01619 -58.423 -47.02 -145.867 164.01619
 4.0408334 -36.891956 -24.432009 -157.87311 163.95688 -58.334 -46.995 -145.844 163.95688
 4.0419445 -36.36524 -24.402973 -157.86462 163.82666 -58.74 -46.729 -145.62 163.82666
 4.0430555 -36.879344 -23.968771 -157.81314 163.82788 -58.481 -47.35 -145.525 163.8279
 4.0441665 -36.87278 -23.651438 -157.74509 163.7147 -58.56 -47.582 -145.29 163.71469
 4.0452775 -36.153755 -22.79335 -157.86064 163.54391 -59.448 -47.882 -144.637 163.54391
 4.046389 -36.53094 -22.972124 -157.59984 163.40115 -58.97 -47.892 -144.668 163.40115
 4.0475 -37.039535 -22.735397 -157.41573 163.30504 -58.574 -48.32 -144.578 163.30504
