 4.0008335 -22.06645 -8.690503 -80.45885 83.88134 -30.399 -27.627 -73.135 83.88134
 4.0019445 -22.72184 -11.203264 -83.51789 87.27562 -31.185 -26.804 -76.981 87.27562
 4.0030555 -23.566458 -9.74655 -83.38889 87.20138 -30.818 -28.375 -76.48 87.20138
 4.0041666 -24.333431 -7.800938 -82.8152 86.667915 -30.354 -30.175 -75.362 86.667915
 4.0052776 -24.154371 -8.912568 -83.89971 87.76121 -30.896 -29.5 -76.663 87.7612
 4.0063886 -22.918774 -10.526936 -84.807106 88.47786 -32.009 -27.839 -77.645 88.47785
 4.0075 -23.238384 -8.701791 -85.47271 89.00184 -32.612 -29.686 -77.308 89.00185
 4.008611 -24.44107 -8.952274 -86.21396 90.05752 -32.104 -30.297 -78.497 90.05751
 4.01 -23.136122 -10.444606 -86.589294 90.23345 -32.973 -28.542 -78.995 90.23345
 4.0111112 -21.24012 -11.084746 -87.11395 90.34852 -34.581 -27.236 -78.9 90.348526
 4.0122222 -21.960552 -10.765458 -87.690025 91.03681 -34.471 -28.025 -79.461 91.03681
 4.0133333 -22.029705 -11.539038 -87.86613 91.31765 -34.35 -27.48 -80.024 91.31766
 4.0144443 -22.350008 -10.85007 -87.76821 91.216804 -34.218 -28.173 -79.724 91.216804
 4.0155553 -20.495989 -12.5044364 -87.92108 91.14035 -35.326 -25.949 -79.908 91.14035
 4.016667 -21.186405 -12.526032 -88.25127 91.61906 -35.008 -26.372 -80.455 91.61905
 4.017778 -22.235428 -10.916652 -87.873634 91.29821 -34.373 -28.095 -79.778 91.29821
 4.018889 -22.195534 -10.687065 -87.79184 91.18257 -34.414 -28.239 -79.577 91.18259
 4.02 -21.854208 -11.680867 -87.872695 91.299835 -34.492 -27.283 -80.01 91.29984
 4.021111 -22.032684 -10.697564 -88.46585 91.7937 -34.96 -28.35 -80.001 91.7937
 4.022222 -21.192226 -9.909319 -88.408805 91.451744 -35.753 -28.56 -79.18 91.45175
 4.0233335 -21.995594 -10.24459 -87.82373 91.11403 -34.716 -28.513 -79.269 91.11403
 4.0244445 -22.577578 -9.681206 -88.15492 91.51373 -34.62 -29.36 -79.462 91.51373
 4.0255556 -22.905258 -9.874715 -88.74197 92.180786 -34.693 -29.539 -80.132 92.180786
 4.0266666 -22.007444 -9.183383 -89.69072 92.80672 -36.122 -29.938 -80.075 92.806724
 4.0277776 -20.43731 -9.391854 -89.76211 92.53716 -37.307 -29.009 -79.56 92.53716
 4.0288887 -20.1788 -10.031484 -89.57671 92.36776 -37.243 -28.304 -79.647 92.36776
 4.03 -20.071154 -9.927945 -89.7049 92.45747 -37.434 -28.373 -79.637 92.45747
 4.0311112 -20.140034 -10.312205 -89.880874 92.685134 -37.405 -28.146 -79.995 92.68513
 4.0322222 -19.80709 -9.933552 -90.28954 92.9688 -38.003 -28.41 -79.949 92.9688
 4.0333333 -19.915564 -9.543681 -90.250595 92.9133 -37.997 -28.771 -79.758 92.9133
 4.0344443 -20.153793 -9.508056 -90.15335 92.8666 -37.773 -28.89 -79.767 92.8666
 4.0355553 -19.407734 -10.073214 -90.47588 93.080696 -38.405 -28.153 -79.978 93.080696
 4.036667 -19.674206 -9.778479 -90.55399 93.18111 -38.329 -28.549 -79.991 93.1811
 4.037778 -19.170702 -10.026474 -90.84803 93.38849 -38.836 -28.183 -80.118 93.38849
 4.038889 -19.680141 -10.600224 -91.23792 93.93632 -38.561 -28.084 -80.922 93.93632
 4.04 -19.513899 -9.525676 -91.58524 94.12432 -39.162 -28.98 -80.535 94.12433
 4.041111 -18.84348 -10.50107 -91.020835 93.54219 -39.095 -27.684 -80.345 93.5422
 4.042222 -18.144072 -11.156572 -91.48425 93.93107 -39.756 -26.938 -80.727 93.93106
 4.0433335 -19.740412 -10.687212 -92.25321 94.945014 -39.144 -28.343 -81.725 94.94501
 4.0444445 -19.488453 -11.839077 -92.26068 95.03682 -39.07 -27.281 -82.227 95.03682
 4.0455555 -19.51221 -10.581903 -92.157814 94.79328 -39.296 -28.287 -81.495 94.79328
 4.0466666 -19.878363 -10.371296 -92.09536 94.785385 -39.039 -28.623 -81.492 94.78538
 4.0477776 -19.24318 -10.024694 -92.2456 94.7631 -39.699 -28.633 -81.143 94.7631
 4.0488886 -19.351768 -9.847964 -92.15271 94.67627 -39.609 -28.804 -81.025 94.676254
 4.05 -18.71719 -9.06416 -92.45938 94.76935 -40.469 -29.216 -80.56 94.76934
 4.051111 -19.522724 -8.15987 -91.90388 94.308235 -39.745 -30.191 -80.018 94.30823
 4.0522222 -20.292368 -9.406695 -91.75962 94.44625 -38.786 -29.517 -80.898 94.44625
 4.0533332 -18.71838 -9.26065 -92.109664 94.44749 -40.227 -28.953 -80.398 94.44749
 4.0544443 -19.457983 -8.489761 -91.98951 94.40741 -39.788 -29.915 -80.217 94.40741
 4.0555553 -18.007702 -8.925834 -92.24446 94.40862 -40.938 -28.91 -80.008 94.40864
 4.056667 -17.284851 -8.809322 -92.30091 94.317695 -41.551 -28.66 -79.674 94.3177
 4.057778 -17.252144 -8.0053834 -91.98178 93.927474 -41.579 -29.204 -78.998 93.927474
 4.058889 -18.509018 -6.3362874 -92.01841 94.07507 -41.063 -31.202 -78.679 94.07507
