 8.595456 1.6493592 1.843413
 8.590389 1.652046 1.8437823
 8.585289 1.6547825 1.8441823
 8.580145 1.6575375 1.8445687
 8.574955 1.6603105 1.8449373
 8.569724 1.6630914 1.8452855
 8.564462 1.6659272 1.8456687
 8.559149 1.668778 1.8460307
 8.5538 1.6716343 1.8463691
 8.548414 1.6745492 1.8467402
 8.542974 1.6774573 1.8470652
 8.537498 1.6804054 1.8474046
 8.531984 1.6833957 1.84776
 8.52643 1.6863731 1.8480685
 8.52083 1.6893831 1.8483726
 8.515201 1.692403 1.8486662
 8.509515 1.6954651 1.8489623
 8.5037984 1.6985914 1.8493017
 8.498034 1.7017151 1.8495997
 8.49223 1.7048564 1.8498819
 8.48639 1.7080265 1.8501672
 8.4805 1.7112409 1.85046
 8.474568 1.7144743 1.8507397
 8.468603 1.7177601 1.8510461
 8.462593 1.7210146 1.8512791
 8.456536 1.7243724 1.8515881
 8.450447 1.7277344 1.8518716
 8.444315 1.7311482 1.8521756
 8.438137 1.7345675 1.8524461
 8.43191 1.7379879 1.852674
 8.425648 1.7414939 1.8529651
 8.4193534 1.7450291 1.8532585
 8.412999 1.7486035 1.8535442
 8.406621 1.7521847 1.8538132
 8.400191 1.75584 1.854114
 8.393716 1.7594901 1.8543726
 8.387202 1.7632118 1.8546733
 8.380647 1.7669413 1.8549428
 8.374053 1.7707548 1.8552675
 8.36741 1.7745372 1.8555129
 8.360731 1.7784249 1.8558385
 8.354003 1.7823355 1.8561447
 8.34724 1.7862841 1.8564571
 8.340432 1.7902818 1.8567797
 8.333577 1.7942953 1.8570728
 8.326683 1.7983801 1.8574072
 8.319747 1.8025303 1.8577698
 8.312773 1.8067213 1.8581371
 8.305743 1.8109269 1.8584712
 8.298685 1.8151895 1.8588291
 8.291571 1.819517 1.8592073
 8.284427 1.8238952 1.859605
 8.277232 1.8283021 1.8599851
 8.269999 1.8327774 1.8603973
 8.262719 1.8373169 1.8608272
 8.255396 1.8418857 1.8612461
 8.248035 1.8465433 1.8617179
 8.240623 1.851218 1.8621577
 8.233177 1.8559813 1.8626497
 8.225676 1.8607719 1.8631133
 8.21814 1.8656931 1.8636752
 8.210554 1.8706076 1.8641787
 8.202932 1.8755877 1.8647112
 8.195264 1.8806338 1.8652605
 8.18755 1.8857481 1.8658284
 8.1798 1.8909594 1.8664548
 8.171996 1.896215 1.8670717
 8.164157 1.9015868 1.8677622
 8.156271 1.9069619 1.8684075
 8.148338 1.912393 1.869055
 8.140363 1.917953 1.8697847
 8.132353 1.9235666 1.8705255
 8.124283 1.929266 1.8712898
 8.116179 1.9350617 1.8721063
 8.108025 1.9409198 1.8729243
 8.099834 1.9468528 1.8737757
 8.0915985 1.9528769 1.8746612
 8.083311 1.9589932 1.8755803
 8.074988 1.9651492 1.8764915
 8.06662 1.9714472 1.8774827
 8.058203 1.9778095 1.8784835
 8.049731 1.9842771 1.8795241
 8.041234 1.9908458 1.8806205
 8.032685 1.9975196 1.8817583
 8.024085 2.0042405 1.8828744
 8.015447 2.0110905 1.8840661
 8.0067625 2.0180652 1.8853195
 7.9980373 2.0251202 1.8865926
 7.9892625 2.032279 1.8879023
 7.9804444 2.0395431 1.8892499
 7.971576 2.0469121 1.8906361
 7.9626717 2.0544083 1.8920871
 7.953713 2.0620324 1.89359
 7.9447035 2.0697743 1.8951364
 7.9356637 2.077587 1.896693
 7.926573 2.0855574 1.8983325
 7.9174346 2.0936784 1.900045
 7.908254 2.1018917 1.9017788
 7.899023 2.110259 1.903585
 7.8897485 2.1187238 1.9054122
 7.880432 2.1273534 1.9073281
 7.87106 2.1361353 1.9093069
 7.8616456 2.1450266 1.9113181
 7.852193 2.1540806 1.9134117
 7.8426933 2.1632578 1.9155409
 7.8331384 2.1726067 1.9177483
 7.8235425 2.1821022 1.9200202
 7.813895 2.1917691 1.9223653
 7.804205 2.2015686 1.9247559
 7.794472 2.2115495 1.9272307
 7.784694 2.2216877 1.9297733
 7.774859 2.2320153 1.9323949
 7.764984 2.2424874 1.9350704
 7.7550616 2.2531528 1.9378332
 7.745089 2.2640123 1.9406782
 7.735077 2.2750267 1.9435836
 7.725013 2.2862362 1.9465717
 7.714896 2.2976346 1.9496325
 7.704738 2.309239 1.9527885
 7.6945343 2.3210427 1.9560261
 7.684284 2.3330347 1.9593394
 7.673979 2.3452565 1.9627525
 7.6636323 2.357653 1.9662265
 7.6532316 2.3702926 1.9698086
 7.642793 2.3831458 1.9734803
 7.632301 2.396242 1.9772589
 7.6217546 2.409539 1.9811037
 7.611166 2.4230957 1.9850712
 7.600536 2.4368612 1.9891157
 7.589852 2.4508864 1.9932655
 7.5791187 2.4651584 1.9975191
 7.568339 2.4796752 2.001869
 7.5575103 2.4944386 2.0063145
 7.546628 2.5094652 2.0108623
 7.5357 2.5247783 2.0155308
 7.5247344 2.5403437 2.020304
 7.5136985 2.5562102 2.0251886
 7.5026316 2.5723586 2.0301997
 7.491506 2.588785 2.0353076
 7.4803347 2.6055278 2.0405461
 7.4691195 2.622527 2.045877
 7.457847 2.6398603 2.051341
 7.4465312 2.6575014 2.0569286
 7.435159 2.6754508 2.0626237
