    -179     -10  36374.36   4542.10      0.38
    -179      -9  35924.67   4205.87      0.35
    -179      -8  35492.20   3859.73      0.31
    -179      -7  35078.18   3502.41      0.28
    -179      -6  34683.87   3137.16      0.24
    -179      -5  34310.34   2765.17      0.21
    -179      -4  33958.68   2385.64      0.18
    -179      -3  33629.75   2001.12      0.15
    -179      -2  33324.31   1613.58      0.12
    -179      -1  33043.02   1209.60      0.10
    -179       0  32786.40   1025.76      0.10
    -179       1  32554.78    854.33      0.05
    -179       2  32348.41    647.96      0.05
    -179       3  32167.45    467.00      0.05
    -179       4  32011.85    232.60      0.10
    -179       5  31881.45   -737.72      0.10
    -179       6  31776.08  -1516.00      0.12
    -179       7  31695.44  -1894.74      0.14
    -179       8  31639.13  -2269.95      0.17
    -179       9  31606.75  -2639.44      0.20
    -179      10  31597.82  -3001.14      0.23
    -179      11  31611.84  -3356.11      0.26
    -179      12  31648.36  -3703.28      0.29
    -179      13  31706.80  -4041.62      0.32
    -179      14  31786.70  -4371.09      0.35
    -179      15  31887.55  -4691.12      0.38
    -179      16  32008.90  -5001.11      0.42
    -179      17  32150.29  -5300.81      0.45
    -179      18  32311.31  -5589.35      0.48
    -179      19  32491.56  -5866.97      0.52
    -179      20  32690.63  -6132.90      0.56
    -179      21  32908.24  -6387.16      0.60
    -179      22  33144.02  -6629.09      0.63
    -179      23  33397.65  -6858.66      0.68
    -179      24  33668.88  -7075.62      0.72
    -179      25  33957.38  -7279.69      0.77
    -179      26  34262.88  -7470.76      0.82
    -179      27  34585.09  -7648.64      0.86
    -179      28  34923.72  -7813.30      0.92
    -179      29  35278.48  -7964.70      0.97
    -179      30  35649.08  -8102.67      1.02
    -179      31  36035.14  -8227.44      1.09
    -179      32  36436.30  -8338.91      1.15
    -179      33  36852.17  -8437.37      1.22
    -179      34  37282.34  -8522.84      1.28
    -179      35  37726.30  -8595.60      1.35
    -179      36  38183.53  -8655.96      1.43
    -179      37  38653.45  -8704.35      1.52
    -179      38  39135.40  -8741.05      1.60
    -179      39  39628.73  -8766.52      1.69
    -179      40  40132.52  -8781.55      1.79
    -179      41  40646.01  -8786.54      1.89
    -179      42  41168.22  -8782.25      2.00
    -179      43  41698.09  -8769.52      2.12
    -179      44  42234.56  -8749.14      2.24
    -179      45  42776.39  -8722.11      2.37
    -179      46  43322.27  -8689.30      2.51
    -179      47  43870.86  -8651.87      2.67
    -179      48  44420.78  -8610.74      2.83
    -179      49  44970.44  -8567.20      3.01
    -179      50  45518.27  -8522.25      3.20
    -179      51  46062.70  -8477.23      3.40
    -179      52  46602.06  -8433.21      3.62
    -179      53  47134.65  -8391.27      3.86
    -179      54  47658.85  -8352.52      4.12
    -179      55  48172.93  -8318.09      4.40
    -179      56  48675.19  -8288.92      4.69
    -179      57  49164.14  -8265.65      5.02
    -179      58  49638.11  -8249.30      5.39
    -179      59  50095.70  -8240.26      5.80
    -179      60  50535.40  -8239.07      6.24
    -179      61  50956.01  -8245.95      6.74
    -179      62  51356.33  -8261.00      7.28
    -179      63  51735.32  -8284.00      7.89
    -178     -63  59994.90   4291.50     16.61
    -178     -62  59812.53   4325.84     15.26
    -178     -61  59605.66   4359.75     14.03
    -178     -60  59375.62   4394.79     12.93
    -178     -59  59123.88   4432.50     11.91
    -178     -58  58851.86   4474.18     10.98
    -178     -57  58560.79   4520.81     10.14
    -178     -56  58252.01   4573.46      9.38
    -178     -55  57926.85   4632.99      8.68
    -178     -54  57586.54   4700.18      8.05
    -178     -53  57232.18   4775.46      7.48
    -178     -52  56864.82   4859.13      6.96
    -178     -51  56485.51   4951.40      6.47
    -178     -50  56095.18   5052.32      6.04
    -178     -49  55694.54   5161.51      5.63
    -178     -48  55284.46   5278.66      5.26
    -178     -47  54865.60   5403.36      4.91
    -178     -46  54438.45   5534.65      4.60
    -178     -45  54003.54   5671.64      4.31
    -178     -44  53561.33   5813.47      4.03
    -178     -43  53112.09   5958.95      3.79
    -178     -42  52656.23   6106.66      3.55
    -178     -41  52193.88   6255.20      3.33
    -178     -40  51725.26   6403.16      3.12
    -178     -39  51250.48   6548.95      2.94
    -178     -38  50769.72   6690.77      2.75
    -178     -37  50283.11   6827.18      2.59
    -178     -36  49790.69   6956.43      2.43
    -178     -35  49292.60   7076.90      2.28
    -178     -34  48788.92   7186.83      2.15
    -178     -33  48279.82   7284.71      2.01
    -178     -32  47765.39   7369.03      1.89
    -178     -31  47245.92   7438.39      1.78
    -178     -30  46721.61   7491.53      1.66
    -178     -29  46192.82   7527.24      1.57
    -178     -28  45659.85   7544.24      1.47
    -178     -27  45123.13   7541.92      1.37
    -178     -26  44583.23   7519.55      1.29
    -178     -25  44040.71   7476.31      1.21
    -178     -24  43496.19   7411.95      1.13
    -178     -23  42950.44   7326.26      1.06
    -178     -22  42404.33   7219.12      0.99
    -178     -21  41858.73   7090.55      0.92
    -178     -20  41314.69   6941.03      0.86
    -178     -19  40773.20   6770.75      0.80
    -178     -18  40235.52   6580.43      0.74
    -178     -17  39702.80   6370.55      0.69
    -178     -16  39176.34   6141.95      0.64
    -178     -15  38657.49   5895.27      0.59
    -178     -14  38147.61   5631.62      0.54
    -178     -13  37648.11   5351.97      0.50
    -178     -12  37160.45   5057.58      0.46
    -178     -11  36686.02   4748.90      0.42
    -178     -10  36226.27   4427.75      0.38
    -178      -9  35782.53   4094.83      0.34
    -178      -8  35356.21   3750.78      0.31
    -178      -7  34948.50   3397.78      0.27
    -178      -6  34560.67   3036.36      0.24
    -178      -5  34193.75   2667.00      0.21
    -178      -4  33848.78   2291.71      0.17
    -178      -3  33526.61   1912.37      0.15
    -178      -2  33228.00   1526.62      0.12
    -178      -1  32953.57   1149.03      0.10
    -178       0  32703.77   1012.83      0.10
    -178       1  32478.94    818.80      0.05
    -178       2  32279.32    619.14      0.05
    -178       3  32104.95    444.72      0.05
    -178       4  31955.83     72.69      0.10
    -178       5  31831.73   -892.83      0.10
    -178       6  31732.50  -1565.40      0.12
    -178       7  31657.73  -1943.01      0.15
    -178       8  31607.06  -2312.81      0.18
    -178       9  31580.06  -2677.78      0.20
    -178      10  31576.21  -3036.67      0.23
    -178      11  31595.00  -3387.17      0.26
    -178      12  31635.94  -3730.58      0.29
    -178      13  31698.55  -4065.61      0.32
    -178      14  31782.23  -4391.66      0.35
    -178      15  31886.54  -4708.16      0.38
    -178      16  32010.99  -5014.95      0.42
    -178      17  32155.16  -5311.42      0.45
    -178      18  32318.64  -5597.22      0.49
    -178      19  32500.98  -5871.99      0.53
    -178      20  32701.91  -6135.48      0.57
    -178      21  32921.05  -6387.05      0.60
    -178      22  33158.09  -6626.70      0.65
    -178      23  33412.73  -6854.00      0.68
    -178      24  33684.70  -7068.76      0.73
    -178      25  33973.75  -7270.82      0.77
    -178      26  34279.60  -7459.93      0.82
    -178      27  34602.00  -7635.96      0.88
    -178      28  34940.67  -7798.86      0.93
    -178      29  35295.30  -7948.56      0.98
    -178      30  35665.68  -8085.05      1.04
    -178      31  36051.41  -8208.20      1.10
    -178      32  36452.16  -8318.38      1.16
    -178      33  36867.61  -8415.50      1.22
    -178      34  37297.28  -8499.70      1.30
    -178      35  37740.75  -8571.34      1.37
    -178      36  38197.49  -8630.65      1.45
    -178      37  38666.87  -8678.02      1.53
    -178      38  39148.35  -8713.73      1.62
    -178      39  39641.16  -8738.50      1.71
    -178      40  40144.53  -8752.68      1.80
    -178      41  40657.65  -8756.88      1.91
    -178      42  41179.50  -8752.06      2.02
    -178      43  41709.04  -8738.87      2.13
    -178      44  42245.24  -8718.00      2.26
    -178      45  42786.84  -8690.63      2.39
    -178      46  43332.53  -8657.61      2.54
    -178      47  43880.98  -8619.98      2.69
    -178      48  44430.76  -8578.91      2.85
    -178      49  44980.29  -8535.39      3.03
    -178      50  45528.02  -8490.80      3.22
    -178      51  46072.36  -8446.01      3.43
    -178      52  46611.57  -8402.38      3.65
    -178      53  47144.04  -8361.09      3.89
    -178      54  47668.05  -8323.01      4.15
    -178      55  48181.88  -8289.41      4.43
    -178      56  48683.89  -8261.20      4.72
    -178      57  49172.46  -8239.08      5.06
    -178      58  49646.00  -8224.01      5.43
    -178      59  50103.04  -8216.39      5.84
    -178      60  50542.20  -8216.64      6.29
    -178      61  50962.11  -8225.16      6.79
    -178      62  51361.67  -8241.86      7.34
    -178      63  51739.82  -8266.62      7.95
    -177     -63  59857.47   4125.25     16.24
    -177     -62  59670.05   4156.90     14.92
    -177     -61  59458.27   4188.55     13.75
    -177     -60  59223.46   4221.69     12.66
    -177     -59  58967.01   4257.74     11.66
    -177     -58  58690.31   4297.91     10.76
    -177     -57  58394.73   4343.40      9.94
    -177     -56  58081.59   4395.09      9.20
    -177     -55  57752.21   4454.05      8.53
    -177     -54  57407.77   4520.73      7.92
    -177     -53  57049.45   4595.77      7.36
    -177     -52  56678.23   4679.39      6.84
    -177     -51  56295.26   4771.86      6.37
    -177     -50  55901.38   4872.96      5.94
    -177     -49  55497.48   4982.70      5.55
    -177     -48  55084.33   5100.61      5.19
    -177     -47  54662.47   5226.04      4.85
    -177     -46  54232.60   5358.33      4.54
    -177     -45  53795.21   5496.55      4.25
    -177     -44  53350.69   5639.66      3.98
    -177     -43  52899.44   5786.46      3.74
    -177     -42  52441.69   5935.67      3.50
    -177     -41  51977.72   6085.82      3.29
    -177     -40  51507.79   6235.46      3.09
    -177     -39  51031.89   6382.88      2.90
    -177     -38  50550.30   6526.57      2.73
    -177     -37  50063.07   6664.88      2.55
    -177     -36  49570.25   6795.86      2.41
    -177     -35  49072.06   6918.12      2.26
    -177     -34  48568.50   7029.86      2.12
    -177     -33  48059.70   7129.48      1.99
    -177     -32  47545.90   7215.60      1.87
    -177     -31  47027.25   7286.64      1.76
    -177     -30  46503.99   7341.36      1.65
    -177     -29  45976.48   7378.44      1.55
    -177     -28  45444.99   7397.02      1.45
    -177     -27  44910.06   7396.08      1.36
    -177     -26  44372.09   7374.88      1.27
    -177     -25  43831.80   7332.97      1.19
    -177     -24  43289.73   7269.93      1.11
    -177     -23  42746.65   7185.38      1.04
    -177     -22  42203.47   7079.45      0.97
    -177     -21  41661.02   6952.32      0.91
    -177     -20  41120.38   6804.07      0.85
    -177     -19  40582.54   6635.07      0.79
    -177     -18  40048.72   6446.20      0.73
    -177     -17  39520.15   6237.94      0.68
    -177     -16  38998.11   6011.04      0.63
    -177     -15  38483.89   5766.55      0.58
    -177     -14  37978.87   5505.12      0.54
    -177     -13  37484.54   5228.24      0.50
    -177     -12  37002.19   4935.99      0.45
    -177     -11  36533.37   4630.77      0.42
    -177     -10  36079.38   4312.18      0.37
    -177      -9  35641.67   3982.52      0.34
    -177      -8  35221.50   3642.58      0.30
    -177      -7  34820.15   3293.10      0.27
    -177      -6  34438.82   2935.28      0.24
    -177      -5  34078.52   2570.38      0.20
    -177      -4  33740.26   2200.42      0.17
    -177      -3  33424.91   1823.25      0.14
    -177      -2  33133.13   1444.39      0.11
    -177      -1  32865.59   1096.04      0.10
    -177       0  32622.66    994.23      0.05
    -177       1  32404.64    777.38      0.05
    -177       2  32211.78    584.53      0.05
    -177       3  32044.06    416.68      0.05
    -177       4  31901.45    -86.98      0.10
    -177       5  31783.70  -1042.41      0.10
    -177       6  31690.64  -1612.23      0.12
    -177       7  31621.83  -1983.44      0.15
    -177       8  31576.89  -2350.77      0.18
    -177       9  31555.34  -2710.87      0.21
    -177      10  31556.67  -3064.93      0.24
    -177      11  31580.35  -3412.45      0.27
    -177      12  31625.89  -3751.54      0.30
    -177      13  31692.74  -4082.62      0.33
    -177      14  31780.37  -4405.04      0.36
    -177      15  31888.28  -4718.26      0.39
    -177      16  32016.04  -5021.83      0.43
    -177      17  32163.16  -5315.31      0.46
    -177      18  32329.30  -5597.88      0.50
    -177      19  32514.00  -5869.89      0.53
    -177      20  32716.97  -6130.44      0.57
    -177      21  32937.85  -6379.53      0.61
    -177      22  33176.39  -6616.59      0.65
    -177      23  33432.29  -6841.50      0.69
    -177      24  33705.27  -7054.05      0.74
    -177      25  33995.12  -7253.96      0.79
    -177      26  34301.55  -7441.04      0.83
    -177      27  34624.37  -7615.20      0.88
    -177      28  34963.29  -7776.30      0.93
    -177      29  35318.05  -7924.33      0.99
    -177      30  35688.44  -8059.14      1.04
    -177      31  36074.08  -8180.89      1.11
    -177      32  36474.65  -8289.64      1.17
    -177      33  36889.84  -8385.35      1.24
    -177      34  37319.24  -8468.38      1.31
    -177      35  37762.36  -8538.88      1.38
    -177      36  38218.73  -8597.09      1.46
    -177      37  38687.76  -8643.43      1.54
    -177      38  39168.87  -8678.37      1.63
    -177      39  39661.34  -8702.15      1.72
    -177      40  40164.34  -8715.75      1.82
    -177      41  40677.10  -8719.42      1.93
    -177      42  41198.65  -8714.05      2.03
    -177      43  41727.92  -8700.37      2.15
    -177      44  42263.86  -8679.29      2.28
    -177      45  42805.19  -8651.61      2.41
    -177      46  43350.65  -8618.60      2.56
    -177      47  43898.92  -8580.92      2.71
    -177      48  44448.45  -8539.98      2.87
    -177      49  44997.78  -8496.75      3.06
    -177      50  45545.29  -8452.46      3.24
    -177      51  46089.38  -8408.20      3.45
    -177      52  46628.32  -8365.29      3.68
    -177      53  47160.48  -8324.63      3.92
    -177      54  47684.12  -8287.64      4.18
    -177      55  48197.52  -8255.06      4.47
    -177      56  48698.98  -8228.02      4.76
    -177      57  49187.00  -8207.29      5.10
    -177      58  49659.88  -8193.62      5.47
    -177      59  50116.12  -8187.70      5.89
    -177      60  50554.45  -8189.65      6.34
    -177      61  50973.43  -8199.96      6.84
    -177      62  51371.93  -8218.58      7.40
    -177      63  51748.93  -8245.35      8.02
    -176     -63  59718.50   3959.11     15.88
    -176     -62  59526.12   3988.18     14.60
    -176     -61  59309.49   4017.55     13.46
    -176     -60  59069.96   4048.73     12.39
    -176     -59  58808.83   4083.03     11.43
    -176     -58  58527.66   4121.75     10.55
    -176     -57  58227.67   4166.00      9.76
    -176     -56  57910.22   4216.72      9.03
    -176     -55  57576.64   4274.82      8.38
    -176     -54  57228.19   4340.95      7.78
    -176     -53  56865.92   4415.60      7.23
    -176     -52  56490.98   4499.00      6.73
    -176     -51  56104.39   4591.39      6.28
    -176     -50  55707.12   4692.70      5.86
    -176     -49  55299.90   4802.67      5.47
    -176     -48  54883.68   4921.02      5.11
    -176     -47  54458.97   5047.07      4.78
    -176     -46  54026.42   5180.05      4.47
    -176     -45  53586.57   5319.15      4.19
    -176     -44  53139.78   5463.29      3.93
    -176     -43  52686.48   5611.13      3.69
    -176     -42  52226.98   5761.65      3.46
    -176     -41  51761.46   5913.01      3.25
    -176     -40  51290.21   6064.07      3.05
    -176     -39  50813.29   6213.01      2.87
    -176     -38  50330.82   6358.17      2.69
    -176     -37  49843.04   6498.01      2.53
    -176     -36  49349.91   6630.69      2.38
    -176     -35  48851.60   6754.61      2.23
    -176     -34  48348.20   6868.00      2.10
    -176     -33  47839.80   6969.26      1.97
    -176     -32  47326.61   7056.96      1.85
    -176     -31  46808.86   7129.60      1.74
    -176     -30  46286.71   7185.80      1.63
    -176     -29  45760.51   7224.59      1.53
    -176     -28  45230.59   7244.49      1.44
    -176     -27  44697.42   7244.99      1.34
    -176     -26  44161.49   7225.34      1.27
    -176     -25  43623.45   7184.69      1.18
    -176     -24  43083.88   7122.97      1.11
    -176     -23  42543.55   7039.84      1.03
    -176     -22  42003.30   6935.30      0.97
    -176     -21  41464.09   6809.58      0.90
    -176     -20  40926.87   6662.84      0.84
    -176     -19  40392.75   6495.80      0.78
    -176     -18  39862.89   6308.64      0.73
    -176     -17  39338.49   6102.39      0.67
    -176     -16  38820.85   5877.66      0.62
    -176     -15  38311.32   5635.30      0.57
    -176     -14  37811.24   5376.56      0.53
    -176     -13  37322.06   5102.04      0.49
    -176     -12  36845.13   4813.42      0.44
    -176     -11  36381.91   4510.83      0.41
    -176     -10  35933.74   4196.55      0.37
    -176      -9  35502.06   3870.35      0.33
    -176      -8  35088.11   3534.15      0.30
    -176      -7  34693.12   3188.67      0.26
    -176      -6  34318.30   2835.50      0.23
    -176      -5  33964.64   2475.57      0.20
    -176      -4  33633.12   2108.63      0.17
    -176      -3  33324.57   1738.57      0.13
    -176      -2  33039.68   1362.55      0.11
    -176      -1  32779.02   1011.15      0.10
    -176       0  32542.95    889.15      0.05
    -176       1  32331.78    677.96      0.05
    -176       2  32145.66    491.79      0.05
    -176       3  31984.63    330.68      0.05
    -176       4  31848.56   -290.13      0.10
    -176       5  31737.23  -1196.86      0.10
    -176       6  31650.37  -1653.33      0.12
    -176       7  31587.58  -2020.88      0.16
    -176       8  31548.40  -2381.88      0.18
    -176       9  31532.40  -2738.44      0.21
    -176      10  31539.03  -3088.33      0.25
    -176      11  31567.71  -3430.78      0.27
    -176      12  31617.93  -3766.38      0.30
    -176      13  31689.18  -4093.68      0.33
    -176      14  31780.92  -4412.11      0.36
    -176      15  31892.61  -4721.71      0.40
    -176      16  32023.83  -5021.64      0.43
    -176      17  32174.12  -5311.78      0.47
    -176      18  32343.09  -5591.26      0.50
    -176      19  32530.36  -5860.21      0.54
    -176      20  32735.60  -6118.05      0.58
    -176      21  32958.48  -6364.30      0.62
    -176      22  33198.75  -6598.91      0.66
    -176      23  33456.12  -6821.36      0.70
    -176      24  33730.37  -7031.58      0.75
    -176      25  34021.24  -7229.30      0.80
    -176      26  34328.53  -7414.32      0.84
    -176      27  34652.01  -7586.50      0.89
    -176      28  34991.43  -7745.79      0.95
    -176      29  35346.57  -7892.04      1.00
    -176      30  35717.19  -8025.24      1.06
    -176      31  36102.96  -8145.45      1.12
    -176      32  36503.59  -8252.69      1.19
    -176      33  36918.75  -8347.15      1.25
    -176      34  37348.02  -8428.91      1.32
    -176      35  37791.00  -8498.18      1.40
    -176      36  38247.18  -8555.41      1.47
    -176      37  38715.99  -8600.84      1.56
    -176      38  39196.84  -8634.92      1.64
    -176      39  39689.06  -8658.03      1.74
    -176      40  40191.84  -8670.89      1.83
    -176      41  40704.32  -8674.02      1.94
    -176      42  41225.59  -8668.15      2.05
    -176      43  41754.62  -8654.21      2.17
    -176      44  42290.27  -8632.88      2.29
    -176      45  42831.35  -8605.18      2.43
    -176      46  43376.55  -8572.11      2.57
    -176      47  43924.52  -8534.65      2.73
    -176      48  44473.78  -8493.89      2.90
    -176      49  45022.82  -8451.16      3.08
    -176      50  45569.99  -8407.36      3.27
    -176      51  46113.69  -8363.91      3.48
    -176      52  46652.23  -8321.75      3.70
    -176      53  47183.86  -8282.27      3.95
    -176      54  47706.93  -8246.28      4.22
    -176      55  48219.70  -8215.04      4.50
    -176      56  48720.47  -8189.46      4.80
    -176      57  49207.67  -8170.32      5.14
    -176      58  49679.63  -8158.37      5.52
    -176      59  50134.88  -8154.16      5.93
    -176      60  50572.05  -8158.15      6.39
    -176      61  50989.85  -8170.48      6.90
    -176      62  51387.01  -8191.31      7.46
    -176      63  51762.65  -8220.29      8.08
    -175     -63  59578.07   3793.26     15.52
    -175     -62  59380.86   3819.88     14.27
    -175     -61  59159.41   3846.91     13.17
    -175     -60  58915.22   3876.14     12.13
    -175     -59  58649.56   3908.67     11.20
    -175     -58  58363.91   3945.89     10.34
    -175     -57  58059.60   3988.80      9.57
    -175     -56  57737.97   4038.50      8.87
    -175     -55  57400.30   4095.71      8.23
    -175     -54  57047.84   4161.12      7.65
    -175     -53  56681.75   4235.16      7.12
    -175     -52  56303.08   4318.18      6.63
    -175     -51  55913.01   4410.39      6.18
    -175     -50  55512.32   4511.59      5.77
    -175     -49  55101.92   4621.70      5.39
    -175     -48  54682.68   4740.29      5.03
    -175     -47  54255.12   4866.55      4.71
    -175     -46  53819.95   5000.07      4.42
    -175     -45  53377.67   5139.74      4.14
    -175     -44  52928.70   5284.61      3.88
    -175     -43  52473.44   5433.27      3.64
    -175     -42  52012.18   5584.67      3.42
    -175     -41  51545.18   5737.22      3.21
    -175     -40  51072.64   5889.34      3.01
    -175     -39  50594.65   6039.48      2.83
    -175     -38  50111.43   6185.96      2.66
    -175     -37  49623.11   6327.20      2.50
    -175     -36  49129.70   6461.34      2.35
    -175     -35  48631.32   6586.59      2.21
    -175     -34  48128.10   6701.52      2.07
    -175     -33  47620.16   6804.28      1.95
    -175     -32  47107.62   6893.54      1.83
    -175     -31  46590.77   6967.63      1.72
    -175     -30  46069.75   7025.38      1.61
    -175     -29  45544.94   7065.52      1.51
    -175     -28  45016.60   7087.04      1.42
    -175     -27  44485.32   7088.98      1.33
    -175     -26  43951.46   7070.70      1.25
    -175     -25  43415.68   7031.67      1.17
    -175     -24  42878.64   6971.42      1.09
    -175     -23  42341.09   6889.96      1.02
    -175     -22  41803.88   6787.08      0.95
    -175     -21  41267.89   6662.97      0.89
    -175     -20  40734.19   6518.06      0.83
    -175     -19  40203.80   6352.71      0.77
    -175     -18  39677.94   6167.73      0.72
    -175     -17  39157.79   5963.62      0.67
    -175     -16  38644.62   5741.37      0.62
    -175     -15  38139.81   5501.84      0.57
    -175     -14  37644.71   5246.02      0.52
    -175     -13  37160.69   4975.12      0.49
    -175     -12  36689.21   4689.26      0.44
    -175     -11  36231.62   4391.06      0.40
    -175     -10  35789.33   4079.72      0.36
    -175      -9  35363.67   3758.01      0.33
    -175      -8  34955.94   3426.12      0.29
    -175      -7  34567.34   3085.90      0.26
    -175      -6  34199.03   2737.01      0.23
    -175      -5  33852.02   2381.14      0.19
    -175      -4  33527.28   2020.72      0.16
    -175      -3  33225.56   1653.98      0.13
    -175      -2  32947.52   1279.73      0.10
    -175      -1  32693.74   1040.69      0.10
    -175       0  32464.56    935.32      0.05
    -175       1  32260.24    731.00      0.05
    -175       2  32080.90    551.58      0.05
    -175       3  31926.56    397.32      0.05
    -175       4  31797.08   -370.29      0.10
    -175       5  31692.15  -1310.22      0.10
    -175       6  31611.56  -1689.22      0.13
    -175       7  31554.84  -2051.13      0.16
    -175       8  31521.51  -2408.90      0.19
    -175       9  31511.12  -2759.64      0.22
    -175      10  31523.08  -3104.89      0.25
    -175      11  31556.87  -3443.50      0.28
    -175      12  31611.92  -3774.42      0.31
    -175      13  31687.69  -4097.54      0.34
    -175      14  31783.63  -4412.35      0.37
    -175      15  31899.26  -4718.19      0.41
    -175      16  32034.13  -5014.66      0.44
    -175      17  32187.75  -5301.28      0.48
    -175      18  32359.80  -5577.64      0.51
    -175      19  32549.83  -5843.45      0.54
    -175      20  32757.56  -6098.29      0.59
    -175      21  32982.68  -6341.85      0.62
    -175      22  33224.90  -6573.65      0.67
    -175      23  33484.02  -6793.65      0.71
    -175      24  33759.75  -7001.52      0.75
    -175      25  34051.94  -7196.96      0.80
    -175      26  34360.32  -7379.84      0.85
    -175      27  34684.72  -7550.05      0.90
    -175      28  35024.91  -7707.38      0.95
    -175      29  35380.69  -7851.81      1.01
    -175      30  35751.76  -7983.36      1.07
    -175      31  36137.90  -8101.97      1.13
    -175      32  36538.80  -8207.82      1.19
    -175      33  36954.13  -8300.88      1.26
    -175      34  37383.48  -8381.41      1.33
    -175      35  37826.53  -8449.57      1.41
    -175      36  38282.67  -8505.75      1.49
    -175      37  38751.40  -8550.20      1.57
    -175      38  39232.19  -8583.39      1.66
    -175      39  39724.25  -8605.81      1.75
    -175      40  40226.86  -8618.10      1.85
    -175      41  40739.15  -8620.72      1.96
    -175      42  41260.22  -8614.62      2.07
    -175      43  41789.00  -8600.39      2.19
    -175      44  42324.45  -8578.96      2.32
    -175      45  42865.25  -8551.22      2.45
    -175      46  43410.17  -8518.36      2.60
    -175      47  43957.81  -8481.20      2.76
    -175      48  44506.72  -8440.96      2.92
    -175      49  45055.32  -8398.75      3.10
    -175      50  45602.04  -8355.76      3.30
    -175      51  46145.21  -8313.14      3.51
    -175      52  46683.14  -8272.06      3.73
    -175      53  47214.15  -8233.70      3.98
    -175      54  47736.47  -8199.13      4.25
    -175      55  48248.39  -8169.41      4.54
    -175      56  48748.25  -8145.51      4.84
    -175      57  49234.35  -8128.16      5.18
    -175      58  49705.16  -8118.24      5.57
    -175      59  50159.19  -8116.07      5.98
    -175      60  50594.99  -8122.19      6.44
    -175      61  51011.31  -8136.83      6.96
    -175      62  51406.93  -8160.03      7.53
    -175      63  51780.85  -8191.46      8.16
    -174     -63  59436.15   3627.80     15.18
    -174     -62  59234.18   3651.91     13.96
    -174     -61  59008.07   3676.76     12.89
    -174     -60  58759.30   3703.98     11.89
    -174     -59  58489.19   3734.79     10.98
    -174     -58  58199.17   3770.44     10.15
    -174     -57  57890.61   3812.08      9.40
    -174     -56  57564.86   3860.61      8.71
    -174     -55  57223.14   3916.83      8.08
    -174     -54  56866.78   3981.36      7.52
    -174     -53  56496.94   4054.81      7.00
    -174     -52  56114.71   4137.29      6.52
    -174     -51  55721.14   4229.09      6.08
    -174     -50  55317.14   4329.98      5.68
    -174     -49  54903.62   4439.96      5.31
    -174     -48  54481.39   4558.49      4.96
    -174     -47  54051.10   4684.99      4.65
    -174     -46  53613.34   4818.72      4.35
    -174     -45  53168.67   4958.65      4.08
    -174     -44  52717.59   5103.96      3.83
    -174     -43  52260.37   5253.27      3.59
    -174     -42  51797.41   5405.32      3.37
    -174     -41  51328.93   5558.61      3.17
    -174     -40  50855.12   5711.61      2.98
    -174     -39  50376.16   5862.75      2.80
    -174     -38  49892.23   6010.43      2.63
    -174     -37  49403.38   6152.62      2.47
    -174     -36  48909.72   6287.99      2.32
    -174     -35  48411.29   6414.59      2.18
    -174     -34  47908.32   6530.76      2.05
    -174     -33  47400.82   6634.93      1.93
    -174     -32  46889.03   6725.53      1.81
    -174     -31  46373.09   6801.15      1.70
