    -179     -63  60130.81   4457.79
    -179     -62  59953.54   4494.74
    -179     -61  59751.56   4530.94
    -179     -60  59526.51   4567.96
    -179     -59  59279.58   4607.39
    -179     -58  59012.18   4650.32
    -179     -57  58725.72   4698.08
    -179     -56  58421.40   4751.57
    -179     -55  58100.55   4811.68
    -179     -54  57764.43   4879.14
    -179     -53  57414.10   4954.50
    -179     -52  57050.65   5038.05
    -179     -51  56675.07   5130.00
    -179     -50  56288.25   5230.25
    -179     -49  55891.05   5338.71
    -179     -48  55484.12   5454.93
    -179     -47  55068.24   5578.45
    -179     -46  54643.85   5708.43
    -179     -45  54211.51   5844.17
    -179     -44  53771.62   5984.41
    -179     -43  53324.51   6128.16
    -179     -42  52870.48   6274.08
    -179     -41  52409.75   6420.77
    -179     -40  51942.48   6566.79
    -179     -39  51468.90   6710.57
    -179     -38  50989.01   6850.39
    -179     -37  50503.05   6984.84
    -179     -36  50011.08   7112.04
    -179     -35  49513.12   7230.41
    -179     -34  49009.38   7338.38
    -179     -33  48499.93   7434.41
    -179     -32  47984.99   7516.90
    -179     -31  47464.76   7584.66
    -179     -30  46939.46   7635.98
    -179     -29  46409.42   7670.08
    -179     -28  45874.99   7685.74
    -179     -27  45336.61   7682.14
    -179     -26  44794.76   7658.36
    -179     -25  44250.07   7614.03
    -179     -24  43703.18   7548.64
    -179     -23  43154.79   7461.83
    -179     -22  42605.85   7353.78
    -179     -21  42057.18   7224.34
    -179     -20  41509.76   7073.71
    -179     -19  40964.71   6902.25
    -179     -18  40423.16   6710.60
    -179     -17  39886.35   6499.36
    -179     -16  39355.55   6269.20
    -179     -15  38832.11   6021.01
    -179     -14  38317.41   5755.61
    -179     -13  37812.82   5474.16
    -179     -12  37319.84   5177.04
    -179     -11  36839.89   4866.29
    -179     -10  36374.36   4542.10
    -179      -9  35924.67   4205.87
    -179      -8  35492.20   3859.73
    -179      -7  35078.18   3502.41
    -179      -6  34683.87   3137.16
    -179      -5  34310.34   2765.17
    -179      -4  33958.68   2385.64
    -179      -3  33629.75   2001.12
    -179      -2  33324.31   1613.58
    -179      -1  33043.02   1209.60
    -179       0  32786.40      0.00
    -179       1  32554.78      0.00
    -179       2  32348.41      0.00
    -179       3  32167.45   -180.96
    -179       4  32011.85   -396.43
    -179       5  31881.45  -1082.46
    -179       6  31776.08  -1516.00
    -179       7  31695.44  -1894.74
    -179       8  31639.13  -2269.95
    -179       9  31606.75  -2639.44
    -179      10  31597.82  -3001.14
    -179      11  31611.84  -3356.11
    -179      12  31648.36  -3703.28
    -179      13  31706.80  -4041.62
    -179      14  31786.70  -4371.09
    -179      15  31887.55  -4691.12
    -179      16  32008.90  -5001.11
    -179      17  32150.29  -5300.81
    -179      18  32311.31  -5589.35
    -179      19  32491.56  -5866.97
    -179      20  32690.63  -6132.90
    -179      21  32908.24  -6387.16
    -179      22  33144.02  -6629.09
    -179      23  33397.65  -6858.66
    -179      24  33668.88  -7075.62
    -179      25  33957.38  -7279.69
    -179      26  34262.88  -7470.76
    -179      27  34585.09  -7648.64
    -179      28  34923.72  -7813.30
    -179      29  35278.48  -7964.70
    -179      30  35649.08  -8102.67
    -179      31  36035.14  -8227.44
    -179      32  36436.30  -8338.91
    -179      33  36852.17  -8437.37
    -179      34  37282.34  -8522.84
    -179      35  37726.30  -8595.60
    -179      36  38183.53  -8655.96
    -179      37  38653.45  -8704.35
    -179      38  39135.40  -8741.05
    -179      39  39628.73  -8766.52
    -179      40  40132.52  -8781.55
    -179      41  40646.01  -8786.54
    -179      42  41168.22  -8782.25
    -179      43  41698.09  -8769.52
    -179      44  42234.56  -8749.14
    -179      45  42776.39  -8722.11
    -179      46  43322.27  -8689.30
    -179      47  43870.86  -8651.87
    -179      48  44420.78  -8610.74
    -179      49  44970.44  -8567.20
    -179      50  45518.27  -8522.25
    -179      51  46062.70  -8477.23
    -179      52  46602.06  -8433.21
    -179      53  47134.65  -8391.27
    -179      54  47658.85  -8352.52
    -179      55  48172.93  -8318.09
    -179      56  48675.19  -8288.92
    -179      57  49164.14  -8265.65
    -179      58  49638.11  -8249.30
    -179      59  50095.70  -8240.26
    -179      60  50535.40  -8239.07
    -179      61  50956.01  -8245.95
    -179      62  51356.33  -8261.00
    -179      63  51735.32  -8284.00
 
    -178     -63  59994.90   4291.50
    -178     -62  59812.53   4325.84
    -178     -61  59605.66   4359.75
    -178     -60  59375.62   4394.79
    -178     -59  59123.88   4432.50
    -178     -58  58851.86   4474.18
    -178     -57  58560.79   4520.81
    -178     -56  58252.01   4573.46
    -178     -55  57926.85   4632.99
    -178     -54  57586.54   4700.18
    -178     -53  57232.18   4775.46
    -178     -52  56864.82   4859.13
    -178     -51  56485.51   4951.40
    -178     -50  56095.18   5052.32
    -178     -49  55694.54   5161.51
    -178     -48  55284.46   5278.66
    -178     -47  54865.60   5403.36
    -178     -46  54438.45   5534.65
    -178     -45  54003.54   5671.64
    -178     -44  53561.33   5813.47
    -178     -43  53112.09   5958.95
    -178     -42  52656.23   6106.66
    -178     -41  52193.88   6255.20
    -178     -40  51725.26   6403.16
    -178     -39  51250.48   6548.95
    -178     -38  50769.72   6690.77
    -178     -37  50283.11   6827.18
    -178     -36  49790.69   6956.43
    -178     -35  49292.60   7076.90
    -178     -34  48788.92   7186.83
    -178     -33  48279.82   7284.71
    -178     -32  47765.39   7369.03
    -178     -31  47245.92   7438.39
    -178     -30  46721.61   7491.53
    -178     -29  46192.82   7527.24
    -178     -28  45659.85   7544.24
    -178     -27  45123.13   7541.92
    -178     -26  44583.23   7519.55
    -178     -25  44040.71   7476.31
    -178     -24  43496.19   7411.95
    -178     -23  42950.44   7326.26
    -178     -22  42404.33   7219.12
    -178     -21  41858.73   7090.55
    -178     -20  41314.69   6941.03
    -178     -19  40773.20   6770.75
    -178     -18  40235.52   6580.43
    -178     -17  39702.80   6370.55
    -178     -16  39176.34   6141.95
    -178     -15  38657.49   5895.27
    -178     -14  38147.61   5631.62
    -178     -13  37648.11   5351.97
    -178     -12  37160.45   5057.58
    -178     -11  36686.02   4748.90
    -178     -10  36226.27   4427.75
    -178      -9  35782.53   4094.83
    -178      -8  35356.21   3750.78
    -178      -7  34948.50   3397.78
    -178      -6  34560.67   3036.36
    -178      -5  34193.75   2667.00
    -178      -4  33848.78   2291.71
    -178      -3  33526.61   1912.37
    -178      -2  33228.00   1526.62
    -178      -1  32953.57   1149.03
    -178       0  32703.77      0.00
    -178       1  32478.94     -0.04
    -178       2  32279.32   -199.66
    -178       3  32104.95   -374.03
    -178       4  31955.83   -675.78
    -178       5  31831.73  -1243.93
    -178       6  31732.50  -1565.40
    -178       7  31657.73  -1943.01
    -178       8  31607.06  -2312.81
    -178       9  31580.06  -2677.78
    -178      10  31576.21  -3036.67
    -178      11  31595.00  -3387.17
    -178      12  31635.94  -3730.58
    -178      13  31698.55  -4065.61
    -178      14  31782.23  -4391.66
    -178      15  31886.54  -4708.16
    -178      16  32010.99  -5014.95
    -178      17  32155.16  -5311.42
    -178      18  32318.64  -5597.22
    -178      19  32500.98  -5871.99
    -178      20  32701.91  -6135.48
    -178      21  32921.05  -6387.05
    -178      22  33158.09  -6626.70
    -178      23  33412.73  -6854.00
    -178      24  33684.70  -7068.76
    -178      25  33973.75  -7270.82
    -178      26  34279.60  -7459.93
    -178      27  34602.00  -7635.96
    -178      28  34940.67  -7798.86
    -178      29  35295.30  -7948.56
    -178      30  35665.68  -8085.05
    -178      31  36051.41  -8208.20
    -178      32  36452.16  -8318.38
    -178      33  36867.61  -8415.50
    -178      34  37297.28  -8499.70
    -178      35  37740.75  -8571.34
    -178      36  38197.49  -8630.65
    -178      37  38666.87  -8678.02
    -178      38  39148.35  -8713.73
    -178      39  39641.16  -8738.50
    -178      40  40144.53  -8752.68
    -178      41  40657.65  -8756.88
    -178      42  41179.50  -8752.06
    -178      43  41709.04  -8738.87
    -178      44  42245.24  -8718.00
    -178      45  42786.84  -8690.63
    -178      46  43332.53  -8657.61
    -178      47  43880.98  -8619.98
    -178      48  44430.76  -8578.91
    -178      49  44980.29  -8535.39
    -178      50  45528.02  -8490.80
    -178      51  46072.36  -8446.01
    -178      52  46611.57  -8402.38
    -178      53  47144.04  -8361.09
    -178      54  47668.05  -8323.01
    -178      55  48181.88  -8289.41
    -178      56  48683.89  -8261.20
    -178      57  49172.46  -8239.08
    -178      58  49646.00  -8224.01
    -178      59  50103.04  -8216.39
    -178      60  50542.20  -8216.64
    -178      61  50962.11  -8225.16
    -178      62  51361.67  -8241.86
    -178      63  51739.82  -8266.62
 
    -177     -63  59857.47   4125.25
    -177     -62  59670.05   4156.90
    -177     -61  59458.27   4188.55
    -177     -60  59223.46   4221.69
    -177     -59  58967.01   4257.74
    -177     -58  58690.31   4297.91
    -177     -57  58394.73   4343.40
    -177     -56  58081.59   4395.09
    -177     -55  57752.21   4454.05
    -177     -54  57407.77   4520.73
    -177     -53  57049.45   4595.77
    -177     -52  56678.23   4679.39
    -177     -51  56295.26   4771.86
    -177     -50  55901.38   4872.96
    -177     -49  55497.48   4982.70
    -177     -48  55084.33   5100.61
    -177     -47  54662.47   5226.04
    -177     -46  54232.60   5358.33
    -177     -45  53795.21   5496.55
    -177     -44  53350.69   5639.66
    -177     -43  52899.44   5786.46
    -177     -42  52441.69   5935.67
    -177     -41  51977.72   6085.82
    -177     -40  51507.79   6235.46
    -177     -39  51031.89   6382.88
    -177     -38  50550.30   6526.57
    -177     -37  50063.07   6664.88
    -177     -36  49570.25   6795.86
    -177     -35  49072.06   6918.12
    -177     -34  48568.50   7029.86
    -177     -33  48059.70   7129.48
    -177     -32  47545.90   7215.60
    -177     -31  47027.25   7286.64
    -177     -30  46503.99   7341.36
    -177     -29  45976.48   7378.44
    -177     -28  45444.99   7397.02
    -177     -27  44910.06   7396.08
    -177     -26  44372.09   7374.88
    -177     -25  43831.80   7332.97
    -177     -24  43289.73   7269.93
    -177     -23  42746.65   7185.38
    -177     -22  42203.47   7079.45
    -177     -21  41661.02   6952.32
    -177     -20  41120.38   6804.07
    -177     -19  40582.54   6635.07
    -177     -18  40048.72   6446.20
    -177     -17  39520.15   6237.94
    -177     -16  38998.11   6011.04
    -177     -15  38483.89   5766.55
    -177     -14  37978.87   5505.12
    -177     -13  37484.54   5228.24
    -177     -12  37002.19   4935.99
    -177     -11  36533.37   4630.77
    -177     -10  36079.38   4312.18
    -177      -9  35641.67   3982.52
    -177      -8  35221.50   3642.58
    -177      -7  34820.15   3293.10
    -177      -6  34438.82   2935.28
    -177      -5  34078.52   2570.38
    -177      -4  33740.26   2200.42
    -177      -3  33424.91   1823.25
    -177      -2  33133.13   1444.39
    -177      -1  32865.59   1096.04
    -177       0  32622.66     -0.02
    -177       1  32404.64     -0.06
    -177       2  32211.78   -192.86
    -177       3  32044.06   -360.65
    -177       4  31901.45   -750.43
    -177       5  31783.70  -1283.06
    -177       6  31690.64  -1612.23
    -177       7  31621.83  -1983.44
    -177       8  31576.89  -2350.77
    -177       9  31555.34  -2710.87
    -177      10  31556.67  -3064.93
    -177      11  31580.35  -3412.45
    -177      12  31625.89  -3751.54
    -177      13  31692.74  -4082.62
    -177      14  31780.37  -4405.04
    -177      15  31888.28  -4718.26
    -177      16  32016.04  -5021.83
    -177      17  32163.16  -5315.31
    -177      18  32329.30  -5597.88
    -177      19  32514.00  -5869.89
    -177      20  32716.97  -6130.44
    -177      21  32937.85  -6379.53
    -177      22  33176.39  -6616.59
    -177      23  33432.29  -6841.50
    -177      24  33705.27  -7054.05
    -177      25  33995.12  -7253.96
    -177      26  34301.55  -7441.04
    -177      27  34624.37  -7615.20
    -177      28  34963.29  -7776.30
    -177      29  35318.05  -7924.33
    -177      30  35688.44  -8059.14
    -177      31  36074.08  -8180.89
    -177      32  36474.65  -8289.64
    -177      33  36889.84  -8385.35
    -177      34  37319.24  -8468.38
    -177      35  37762.36  -8538.88
    -177      36  38218.73  -8597.09
    -177      37  38687.76  -8643.43
    -177      38  39168.87  -8678.37
    -177      39  39661.34  -8702.15
    -177      40  40164.34  -8715.75
    -177      41  40677.10  -8719.42
    -177      42  41198.65  -8714.05
    -177      43  41727.92  -8700.37
    -177      44  42263.86  -8679.29
    -177      45  42805.19  -8651.61
    -177      46  43350.65  -8618.60
    -177      47  43898.92  -8580.92
    -177      48  44448.45  -8539.98
    -177      49  44997.78  -8496.75
    -177      50  45545.29  -8452.46
    -177      51  46089.38  -8408.20
    -177      52  46628.32  -8365.29
    -177      53  47160.48  -8324.63
    -177      54  47684.12  -8287.64
    -177      55  48197.52  -8255.06
    -177      56  48698.98  -8228.02
    -177      57  49187.00  -8207.29
    -177      58  49659.88  -8193.62
    -177      59  50116.12  -8187.70
    -177      60  50554.45  -8189.65
    -177      61  50973.43  -8199.96
    -177      62  51371.93  -8218.58
    -177      63  51748.93  -8245.35
 
    -176     -63  59718.50   3959.11
    -176     -62  59526.12   3988.18
    -176     -61  59309.49   4017.55
    -176     -60  59069.96   4048.73
    -176     -59  58808.83   4083.03
    -176     -58  58527.66   4121.75
    -176     -57  58227.67   4166.00
    -176     -56  57910.22   4216.72
    -176     -55  57576.64   4274.82
    -176     -54  57228.19   4340.95
    -176     -53  56865.92   4415.60
    -176     -52  56490.98   4499.00
    -176     -51  56104.39   4591.39
    -176     -50  55707.12   4692.70
    -176     -49  55299.90   4802.67
    -176     -48  54883.68   4921.02
    -176     -47  54458.97   5047.07
    -176     -46  54026.42   5180.05
    -176     -45  53586.57   5319.15
    -176     -44  53139.78   5463.29
    -176     -43  52686.48   5611.13
    -176     -42  52226.98   5761.65
    -176     -41  51761.46   5913.01
    -176     -40  51290.21   6064.07
    -176     -39  50813.29   6213.01
    -176     -38  50330.82   6358.17
    -176     -37  49843.04   6498.01
    -176     -36  49349.91   6630.69
    -176     -35  48851.60   6754.61
    -176     -34  48348.20   6868.00
    -176     -33  47839.80   6969.26
    -176     -32  47326.61   7056.96
    -176     -31  46808.86   7129.60
    -176     -30  46286.71   7185.80
    -176     -29  45760.51   7224.59
    -176     -28  45230.59   7244.49
    -176     -27  44697.42   7244.99
    -176     -26  44161.49   7225.34
    -176     -25  43623.45   7184.69
    -176     -24  43083.88   7122.97
    -176     -23  42543.55   7039.84
    -176     -22  42003.30   6935.30
    -176     -21  41464.09   6809.58
    -176     -20  40926.87   6662.84
    -176     -19  40392.75   6495.80
    -176     -18  39862.89   6308.64
    -176     -17  39338.49   6102.39
    -176     -16  38820.85   5877.66
    -176     -15  38311.32   5635.30
    -176     -14  37811.24   5376.56
    -176     -13  37322.06   5102.04
    -176     -12  36845.13   4813.42
    -176     -11  36381.91   4510.83
    -176     -10  35933.74   4196.55
